Inventory Level,Price,Discount,day,month,weekday,lag_1,lag_7,rolling_mean_7,rolling_mean_14,Units Sold
343,39.1,20,27,4,3,35.0,95.0,103.0,118.07142857142857,33
141,94.22,0,28,4,4,33.0,246.0,73.28571428571429,111.85714285714286,38
323,87.5,5,28,4,4,38.0,197.0,67.0,111.78571428571429,153
367,26.56,15,28,4,4,153.0,143.0,88.57142857142857,123.5,294
68,22.1,10,28,4,4,294.0,37.0,91.57142857142857,125.28571428571429,58
334,69.2,5,28,4,4,58.0,30.0,129.14285714285714,121.78571428571429,293
430,73.07,15,29,4,5,293.0,35.0,155.71428571428572,133.78571428571428,221
455,12.32,20,29,4,5,221.0,33.0,205.14285714285714,154.07142857142858,379
376,71.92,20,29,4,5,379.0,38.0,241.85714285714286,157.57142857142858,295
75,64.31,10,29,4,5,295.0,153.0,224.42857142857142,145.71428571428572,31
293,60.12,10,29,4,5,31.0,294.0,186.42857142857142,137.5,28
136,33.72,5,30,4,6,28.0,58.0,181.28571428571428,136.42857142857142,22
257,46.54,20,30,4,6,22.0,293.0,158.57142857142858,143.85714285714286,134
430,50.81,5,30,4,6,134.0,221.0,181.14285714285714,168.42857142857142,379
363,57.31,5,30,4,6,379.0,379.0,152.28571428571428,178.71428571428572,177
85,24.72,15,30,4,6,177.0,295.0,110.14285714285714,176.0,0
243,55.71,20,1,5,0,0.0,31.0,136.0,180.21428571428572,212
115,60.18,20,1,5,0,212.0,28.0,137.28571428571428,161.85714285714286,37
490,81.77,5,1,5,0,37.0,22.0,185.42857142857142,183.35714285714286,359
496,71.06,0,1,5,0,359.0,134.0,176.14285714285714,167.35714285714286,69
212,98.44,15,1,5,0,69.0,379.0,145.28571428571428,163.21428571428572,163
446,51.25,0,2,5,1,163.0,177.0,179.42857142857142,165.85714285714286,416
70,21.46,5,2,5,1,416.0,0.0,183.42857142857142,146.78571428571428,28
112,21.41,20,2,5,1,28.0,212.0,160.57142857142858,148.28571428571428,52
110,97.19,15,2,5,1,52.0,37.0,158.85714285714286,148.07142857142858,25
288,24.72,10,2,5,1,25.0,359.0,146.14285714285714,165.78571428571428,270
305,63.17,10,3,5,2,270.0,69.0,138.57142857142858,157.35714285714286,16
481,22.45,20,3,5,2,16.0,163.0,131.28571428571428,138.28571428571428,112
155,83.27,10,3,5,2,112.0,416.0,76.0,127.71428571428571,29
493,78.6,0,3,5,2,29.0,28.0,88.14285714285714,135.78571428571428,113
422,56.8,0,3,5,2,113.0,52.0,84.42857142857143,122.5,26
251,62.16,20,4,5,3,26.0,25.0,110.28571428571429,134.57142857142858,206
56,71.1,10,4,5,3,206.0,270.0,77.71428571428571,111.92857142857143,42
414,46.43,10,4,5,3,42.0,16.0,77.28571428571429,107.92857142857143,13
324,80.42,20,4,5,3,13.0,112.0,62.42857142857143,96.85714285714286,8
400,27.11,10,4,5,3,8.0,29.0,78.57142857142857,77.28571428571429,142
449,35.48,20,5,5,4,142.0,113.0,116.57142857142857,102.35714285714286,379
350,13.83,20,5,5,4,379.0,26.0,155.14285714285714,119.78571428571429,296
71,28.47,5,5,5,4,296.0,206.0,128.71428571428572,119.5,21
159,56.97,20,5,5,4,21.0,42.0,135.57142857142858,106.64285714285714,90
472,43.48,5,5,5,4,90.0,13.0,162.85714285714286,120.07142857142857,204
126,23.53,15,6,5,5,204.0,8.0,172.28571428571428,117.35714285714286,74
267,65.38,20,6,5,5,74.0,142.0,166.57142857142858,122.57142857142857,102
392,13.39,0,6,5,5,102.0,379.0,134.85714285714286,125.71428571428571,157
90,95.41,5,6,5,5,157.0,296.0,95.28571428571429,125.21428571428571,19
211,35.22,0,6,5,5,19.0,21.0,114.85714285714286,121.78571428571429,158
429,82.39,20,7,5,6,158.0,90.0,146.57142857142858,141.07142857142858,312
476,17.95,15,7,5,6,312.0,204.0,147.42857142857142,155.14285714285714,210
442,52.76,0,7,5,6,210.0,74.0,190.57142857142858,181.42857142857142,376
96,24.85,10,7,5,6,376.0,102.0,182.0,174.28571428571428,42
95,75.4,0,7,5,6,42.0,157.0,165.42857142857142,150.14285714285714,41
174,28.88,0,8,5,0,41.0,19.0,181.71428571428572,138.5,133
412,27.9,20,8,5,0,133.0,158.0,190.57142857142858,152.71428571428572,220
327,36.31,20,8,5,0,220.0,312.0,155.42857142857142,151.0,66
323,43.23,0,8,5,0,66.0,210.0,131.71428571428572,139.57142857142858,44
271,48.34,20,8,5,0,44.0,376.0,86.57142857142857,138.57142857142858,60
232,70.76,15,9,5,1,60.0,42.0,80.85714285714286,131.42857142857142,2
146,98.4,0,9,5,1,2.0,41.0,81.42857142857143,123.42857142857143,45
373,19.73,15,9,5,1,45.0,133.0,108.85714285714286,145.28571428571428,325
61,62.18,0,9,5,1,325.0,220.0,78.71428571428571,134.64285714285714,9
284,27.66,15,9,5,1,9.0,66.0,98.0,126.71428571428571,201
301,54.72,15,10,5,2,201.0,44.0,129.28571428571428,130.5,263
470,82.85,15,10,5,2,263.0,60.0,131.85714285714286,109.21428571428571,78
142,20.32,15,10,5,2,78.0,2.0,138.28571428571428,109.57142857142857,47
225,34.69,15,10,5,2,47.0,45.0,152.14285714285714,116.78571428571429,142
236,29.45,5,10,5,2,142.0,325.0,118.71428571428571,113.78571428571429,91
207,12.71,0,11,5,3,91.0,9.0,132.14285714285714,105.42857142857143,103
403,55.28,0,11,5,3,103.0,201.0,131.28571428571428,114.64285714285714,195
233,56.86,15,11,5,3,195.0,263.0,118.28571428571429,123.78571428571429,172
443,34.49,10,11,5,3,172.0,78.0,125.42857142857143,128.64285714285714,128
339,45.73,10,11,5,3,128.0,47.0,136.0,137.14285714285714,121
105,25.88,15,12,5,4,121.0,142.0,116.71428571428571,134.42857142857142,7
353,95.36,10,12,5,4,7.0,91.0,136.0,127.35714285714286,226
143,13.08,5,12,5,4,226.0,103.0,126.42857142857143,129.28571428571428,36
237,49.82,0,12,5,4,36.0,195.0,105.28571428571429,118.28571428571429,47
227,91.47,5,12,5,4,47.0,172.0,103.0,110.64285714285714,156
142,27.72,15,13,5,5,156.0,128.0,96.71428571428571,111.07142857142857,84
338,27.47,15,13,5,5,84.0,121.0,93.42857142857143,114.71428571428571,98
72,42.7,0,13,5,5,98.0,7.0,93.0,104.85714285714286,4
444,65.61,20,13,5,5,4.0,226.0,121.85714285714286,128.92857142857142,428
203,73.68,5,13,5,5,428.0,36.0,117.85714285714286,122.14285714285714,8
349,33.43,0,14,5,6,8.0,47.0,113.0,109.14285714285714,13
303,62.06,10,14,5,6,13.0,156.0,107.57142857142857,105.28571428571429,118
388,48.15,0,14,5,6,118.0,84.0,114.0,105.35714285714286,129
255,47.27,10,14,5,6,129.0,98.0,112.57142857142857,103.0,88
146,50.94,5,14,5,6,88.0,4.0,118.71428571428571,105.85714285714286,47
239,98.64,15,15,5,0,47.0,428.0,60.285714285714285,91.07142857142857,19
241,12.96,0,15,5,0,19.0,8.0,61.142857142857146,89.5,14
331,89.28,20,15,5,0,14.0,13.0,90.42857142857143,101.71428571428571,218
106,81.79,15,15,5,0,218.0,118.0,76.42857142857143,92.0,20
349,78.34,15,15,5,0,20.0,129.0,107.14285714285714,110.57142857142857,344
161,54.99,15,16,5,1,344.0,88.0,109.42857142857143,111.0,104
410,51.22,5,16,5,1,104.0,47.0,150.28571428571428,134.5,333
87,22.98,20,16,5,1,333.0,19.0,152.42857142857142,106.35714285714286,34
480,72.83,0,16,5,1,34.0,14.0,203.85714285714286,132.5,374
450,42.21,10,16,5,1,374.0,218.0,200.85714285714286,145.64285714285714,197
241,88.89,20,17,5,2,197.0,20.0,210.57142857142858,143.5,88
447,98.91,20,17,5,2,88.0,344.0,208.14285714285714,157.64285714285714,327
269,71.62,20,17,5,2,327.0,104.0,210.0,159.71428571428572,117
398,43.4,15,17,5,2,117.0,333.0,206.28571428571428,178.28571428571428,307
60,63.84,0,17,5,2,307.0,34.0,209.85714285714286,181.14285714285714,59
451,22.35,10,18,5,3,59.0,374.0,189.85714285714286,196.85714285714286,234
388,40.55,5,18,5,3,234.0,197.0,195.85714285714286,198.35714285714286,239
359,41.26,20,18,5,3,239.0,88.0,202.42857142857142,206.5,134
105,91.21,20,18,5,3,134.0,327.0,170.14285714285714,189.14285714285714,101
212,32.36,20,18,5,3,101.0,117.0,153.42857142857142,181.71428571428572,0
358,58.6,0,19,5,4,0.0,307.0,135.28571428571428,170.78571428571428,180
211,66.48,15,19,5,4,180.0,59.0,135.14285714285714,172.5,58
475,99.41,10,19,5,4,58.0,234.0,107.28571428571429,148.57142857142858,39
495,64.6,10,19,5,4,39.0,239.0,124.57142857142857,160.21428571428572,360
418,99.37,15,19,5,4,360.0,134.0,113.28571428571429,157.85714285714286,55
221,14.2,15,20,5,5,55.0,101.0,103.42857142857143,136.78571428571428,32
302,24.4,5,20,5,5,32.0,0.0,131.42857142857142,142.42857142857142,196
302,23.56,0,20,5,5,196.0,180.0,142.0,138.64285714285714,254
461,32.55,15,20,5,5,254.0,58.0,160.28571428571428,147.71428571428572,186
161,60.67,15,20,5,5,186.0,39.0,175.42857142857142,141.35714285714286,145
316,59.16,15,21,5,6,145.0,360.0,139.0,131.78571428571428,105
260,76.43,20,21,5,6,105.0,55.0,138.57142857142858,125.92857142857143,52
70,29.2,20,21,5,6,52.0,32.0,143.0,123.21428571428571,63
344,11.71,10,21,5,6,63.0,196.0,163.0,147.21428571428572,336
336,30.11,10,21,5,6,336.0,254.0,173.0,157.5,324
483,80.29,0,22,5,0,324.0,186.0,206.28571428571428,183.28571428571428,419
366,57.67,5,22,5,0,419.0,145.0,202.28571428571428,188.85714285714286,117
402,11.86,5,22,5,0,117.0,105.0,236.42857142857142,187.71428571428572,344
336,80.12,0,22,5,0,344.0,52.0,247.28571428571428,192.92857142857142,128
390,90.19,10,22,5,0,128.0,63.0,289.0,216.0,355
168,40.11,5,23,5,1,355.0,336.0,257.57142857142856,210.28571428571428,116
371,79.8,5,23,5,1,116.0,324.0,224.0,198.5,89
182,88.0,20,23,5,1,89.0,419.0,174.71428571428572,190.5,74
78,63.72,5,23,5,1,74.0,117.0,159.14285714285714,180.71428571428572,8
184,68.82,15,23,5,1,8.0,344.0,112.57142857142857,174.5,18
195,12.17,5,24,5,2,18.0,128.0,110.85714285714286,179.07142857142858,116
187,51.91,10,24,5,2,116.0,355.0,83.57142857142857,186.28571428571428,164
125,27.55,15,24,5,2,164.0,116.0,71.42857142857143,164.5,31
396,84.65,10,24,5,2,31.0,89.0,71.28571428571429,147.64285714285714,88
354,47.04,0,24,5,2,88.0,74.0,105.14285714285714,139.92857142857142,311
281,82.78,20,25,5,3,311.0,8.0,135.71428571428572,147.42857142857142,222
402,47.72,15,25,5,3,222.0,18.0,181.42857142857142,147.0,338
228,69.31,0,25,5,3,338.0,116.0,175.28571428571428,143.07142857142858,73
266,72.99,10,25,5,3,73.0,164.0,169.42857142857142,126.5,123
148,29.78,15,25,5,3,123.0,31.0,166.71428571428572,119.07142857142857,12
73,53.45,0,26,5,4,12.0,88.0,158.42857142857142,114.85714285714286,30
418,25.67,5,26,5,4,30.0,311.0,115.57142857142857,110.35714285714286,11
208,27.02,20,26,5,4,11.0,222.0,105.85714285714286,120.78571428571429,154
59,75.37,0,26,5,4,154.0,338.0,62.57142857142857,122.0,35
190,56.72,20,26,5,4,35.0,73.0,68.0,121.64285714285714,111
120,60.63,0,27,5,5,111.0,123.0,56.57142857142857,113.0,43
463,17.92,5,27,5,5,43.0,12.0,67.71428571428571,117.21428571428571,90
300,32.85,15,27,5,5,90.0,30.0,72.42857142857143,115.42857142857143,63
97,28.42,0,27,5,5,63.0,11.0,78.0,96.78571428571429,50
76,11.38,10,27,5,5,50.0,154.0,61.714285714285715,83.78571428571429,40
192,36.79,15,28,5,6,40.0,35.0,67.0,64.78571428571429,72
211,58.99,10,28,5,6,72.0,111.0,54.142857142857146,61.07142857142857,21
379,21.73,5,28,5,6,21.0,43.0,83.42857142857143,70.0,248
485,14.73,15,28,5,6,248.0,90.0,134.85714285714286,101.28571428571429,450
134,78.07,15,28,5,6,450.0,63.0,140.14285714285714,106.28571428571429,100
497,73.66,15,29,5,0,100.0,50.0,176.28571428571428,127.14285714285714,303
402,86.61,0,29,5,0,303.0,40.0,218.28571428571428,140.0,334
118,28.17,10,29,5,0,334.0,72.0,222.42857142857142,144.71428571428572,101
302,53.06,20,29,5,0,101.0,21.0,253.71428571428572,153.92857142857142,240
349,54.46,20,29,5,0,240.0,248.0,254.71428571428572,169.07142857142858,255
475,74.38,5,30,5,1,255.0,450.0,241.71428571428572,188.28571428571428,359
446,54.88,5,30,5,1,359.0,100.0,260.42857142857144,200.28571428571428,231
405,76.7,20,30,5,1,231.0,303.0,266.42857142857144,221.35714285714286,345
288,11.93,20,30,5,1,345.0,334.0,230.42857142857142,224.35714285714286,82
242,25.02,5,30,5,1,82.0,101.0,228.0,225.21428571428572,84
171,19.44,10,31,5,2,84.0,240.0,203.14285714285714,228.42857142857142,66
252,47.13,10,31,5,2,66.0,255.0,167.85714285714286,211.28571428571428,8
319,28.94,0,31,5,2,8.0,359.0,130.57142857142858,186.14285714285714,98
390,21.76,15,31,5,2,98.0,231.0,151.14285714285714,205.78571428571428,375
346,47.82,15,31,5,2,375.0,345.0,151.0,208.71428571428572,344
143,30.68,5,1,6,3,344.0,82.0,159.28571428571428,194.85714285714286,140
117,79.08,10,1,6,3,140.0,84.0,158.42857142857142,193.21428571428572,78
389,29.4,5,1,6,3,78.0,66.0,202.85714285714286,203.0,377
442,13.31,10,1,6,3,377.0,8.0,262.42857142857144,215.14285714285714,425
59,96.16,0,1,6,3,425.0,98.0,250.57142857142858,190.57142857142858,15
232,22.45,10,2,6,4,15.0,375.0,216.14285714285714,183.64285714285714,134
206,51.45,15,2,6,4,134.0,344.0,182.28571428571428,166.64285714285714,107
134,97.15,0,2,6,4,107.0,140.0,179.42857142857142,169.35714285714286,120
102,61.14,20,2,6,4,120.0,78.0,179.57142857142858,169.0,79
57,23.2,0,2,6,4,79.0,377.0,130.85714285714286,166.85714285714286,36
253,98.23,20,3,6,5,36.0,425.0,88.28571428571429,175.35714285714286,127
302,84.36,10,3,6,5,127.0,15.0,104.85714285714286,177.71428571428572,131
450,44.5,5,3,6,5,131.0,134.0,87.0,151.57142857142858,9
157,94.93,15,3,6,5,9.0,107.0,78.85714285714286,130.57142857142858,50
90,92.22,5,3,6,5,50.0,120.0,65.14285714285714,122.28571428571429,24
139,96.91,10,4,6,6,24.0,79.0,67.85714285714286,123.71428571428571,98
352,86.44,10,4,6,6,98.0,36.0,90.71428571428571,110.78571428571429,196
190,99.15,10,4,6,6,196.0,127.0,81.71428571428571,85.0,64
170,54.87,0,4,6,6,64.0,131.0,78.57142857142857,91.71428571428571,109
231,96.32,0,4,6,6,109.0,9.0,103.85714285714286,95.42857142857143,186
223,89.31,5,5,6,0,186.0,50.0,102.28571428571429,90.57142857142857,39
70,94.74,5,5,6,0,39.0,24.0,102.42857142857143,83.78571428571429,25
110,30.48,5,5,6,0,25.0,98.0,93.28571428571429,80.57142857142857,34
298,10.14,10,5,6,0,34.0,196.0,98.28571428571429,94.5,231
201,18.53,15,5,6,0,231.0,64.0,105.28571428571429,93.5,113
375,49.19,20,6,6,1,113.0,109.0,143.0,110.78571428571429,373
441,21.83,5,6,6,1,373.0,186.0,178.57142857142858,141.21428571428572,435
395,30.95,10,6,6,1,435.0,39.0,220.0,161.14285714285714,329
336,85.98,5,6,6,1,329.0,25.0,253.0,177.71428571428572,256
262,78.22,10,6,6,1,256.0,34.0,253.28571428571428,173.28571428571428,36
204,17.59,0,7,6,2,36.0,231.0,238.85714285714286,168.57142857142858,130
290,37.73,20,7,6,2,130.0,113.0,245.28571428571428,175.28571428571428,158
226,95.13,20,7,6,2,158.0,373.0,203.71428571428572,173.35714285714286,82
140,27.99,5,7,6,2,82.0,435.0,144.0,161.28571428571428,17
223,75.21,0,7,6,2,17.0,329.0,116.71428571428571,168.35714285714286,138
361,25.54,20,8,6,3,138.0,256.0,87.57142857142857,170.28571428571428,52
368,99.44,15,8,6,3,52.0,36.0,129.28571428571428,191.28571428571428,328
388,19.43,20,8,6,3,328.0,130.0,111.57142857142857,175.21428571428572,6
405,61.44,15,8,6,3,6.0,158.0,138.71428571428572,192.0,348
62,40.64,20,8,6,3,348.0,82.0,135.85714285714286,169.78571428571428,62
362,91.31,20,9,6,4,62.0,17.0,149.71428571428572,146.85714285714286,114
456,69.96,10,9,6,4,114.0,138.0,171.14285714285714,143.92857142857142,288
166,92.75,15,9,6,4,288.0,52.0,169.85714285714286,128.71428571428572,43
456,36.83,0,9,6,4,43.0,328.0,181.42857142857142,155.35714285714286,409
373,16.3,5,9,6,4,409.0,6.0,228.57142857142858,170.07142857142858,336
424,24.94,0,10,6,5,336.0,348.0,215.14285714285714,176.92857142857142,254
311,32.57,20,10,6,5,254.0,62.0,224.28571428571428,180.07142857142858,126
102,66.28,20,10,6,5,126.0,114.0,218.14285714285714,183.92857142857142,71
439,25.14,10,10,6,5,71.0,288.0,239.28571428571428,205.21428571428572,436
313,57.61,10,10,6,5,436.0,43.0,261.85714285714283,215.85714285714286,201
98,42.44,20,11,6,6,201.0,409.0,210.71428571428572,196.07142857142858,51
148,78.55,10,11,6,6,51.0,336.0,182.85714285714286,205.71428571428572,141
276,77.28,0,11,6,6,141.0,254.0,183.28571428571428,199.21428571428572,257
472,45.32,20,11,6,6,257.0,126.0,227.14285714285714,225.71428571428572,433
63,13.75,0,11,6,6,433.0,71.0,217.57142857142858,217.85714285714286,4
410,52.73,20,12,6,0,4.0,436.0,208.85714285714286,224.07142857142858,375
139,56.87,20,12,6,0,375.0,201.0,192.57142857142858,227.21428571428572,87
326,80.9,15,12,6,0,87.0,51.0,227.57142857142858,219.14285714285714,296
98,43.47,15,12,6,0,296.0,141.0,216.71428571428572,199.78571428571428,65
399,29.08,15,12,6,0,65.0,257.0,207.42857142857142,195.35714285714286,192
186,94.03,0,13,6,1,192.0,433.0,172.14285714285714,199.64285714285714,186
198,98.73,20,13,6,1,186.0,4.0,192.71428571428572,205.14285714285714,148
480,19.0,20,13,6,1,148.0,375.0,144.57142857142858,176.71428571428572,38
173,85.01,15,13,6,1,38.0,87.0,145.85714285714286,169.21428571428572,96
385,54.42,10,13,6,1,96.0,296.0,127.57142857142857,177.57142857142858,168
129,21.88,0,14,6,2,168.0,65.0,133.85714285714286,175.28571428571428,109
485,20.43,5,14,6,2,109.0,192.0,115.57142857142857,161.5,64
125,50.3,15,14,6,2,64.0,186.0,92.0,132.07142857142858,21
118,77.92,20,14,6,2,21.0,148.0,83.85714285714286,138.28571428571428,91
230,42.72,0,14,6,2,91.0,38.0,90.71428571428571,117.64285714285714,86
300,66.14,0,15,6,3,86.0,96.0,103.71428571428571,124.78571428571429,187
177,34.49,15,15,6,3,187.0,168.0,101.57142857142857,114.57142857142857,153
473,14.77,10,15,6,3,153.0,109.0,115.0,124.42857142857143,203
375,84.54,10,15,6,3,203.0,64.0,109.28571428571429,112.42857142857143,24
143,55.59,15,15,6,3,24.0,21.0,121.0,106.5,103
165,58.35,15,16,6,4,103.0,91.0,119.85714285714286,101.85714285714286,83
369,94.33,15,16,6,4,83.0,86.0,145.85714285714286,118.28571428571429,268
435,14.51,20,16,6,4,268.0,187.0,143.42857142857142,123.57142857142857,170
461,74.85,20,16,6,4,170.0,153.0,127.57142857142857,114.57142857142857,42
349,96.21,20,16,6,4,42.0,203.0,143.85714285714286,129.42857142857142,317
156,28.38,15,17,6,5,317.0,24.0,150.42857142857142,129.85714285714286,70
211,12.5,10,17,6,5,70.0,103.0,141.71428571428572,131.35714285714286,42
77,90.97,10,17,6,5,42.0,83.0,136.28571428571428,128.07142857142858,45
76,39.51,15,17,6,5,45.0,268.0,108.71428571428571,127.28571428571429,75
453,61.96,10,17,6,5,75.0,170.0,107.28571428571429,125.35714285714286,160
175,13.97,15,18,6,6,160.0,42.0,109.71428571428571,118.64285714285714,59
75,22.31,20,18,6,6,59.0,317.0,66.42857142857143,105.14285714285714,14
182,32.13,5,18,6,6,14.0,70.0,66.57142857142857,108.5,71
318,25.74,10,18,6,6,71.0,42.0,86.14285714285714,113.92857142857143,179
410,34.54,0,18,6,6,179.0,45.0,100.14285714285714,118.21428571428571,143
465,78.05,20,19,6,0,143.0,75.0,111.71428571428571,110.21428571428571,156
72,11.81,0,19,6,0,156.0,160.0,90.14285714285714,98.71428571428571,9
140,12.61,5,19,6,0,9.0,59.0,82.14285714285714,95.92857142857143,3
277,25.21,20,19,6,0,3.0,14.0,97.71428571428571,82.07142857142857,123
188,82.64,10,19,6,0,123.0,71.0,113.0,89.78571428571429,178
102,57.91,0,20,6,1,178.0,179.0,99.28571428571429,92.71428571428571,83
62,91.53,15,20,6,1,83.0,143.0,83.42857142857143,91.78571428571429,32
336,94.93,0,20,6,1,32.0,156.0,64.28571428571429,88.0,22
175,34.9,20,20,6,1,22.0,9.0,86.0,88.07142857142857,161
282,92.44,20,20,6,1,161.0,3.0,91.85714285714286,87.0,44
63,89.19,5,21,6,2,44.0,123.0,80.57142857142857,89.14285714285714,44
256,79.99,20,21,6,2,44.0,178.0,85.14285714285714,99.07142857142857,210
384,80.27,20,21,6,2,210.0,83.0,113.85714285714286,106.57142857142857,284
199,12.08,20,21,6,2,284.0,32.0,122.85714285714286,103.14285714285714,95
147,34.84,0,21,6,2,95.0,22.0,126.42857142857143,95.35714285714286,47
172,58.62,5,22,6,3,47.0,161.0,113.85714285714286,99.92857142857143,73
356,55.68,20,22,6,3,73.0,44.0,127.42857142857143,109.64285714285714,139
112,49.18,0,22,6,3,139.0,44.0,129.57142857142858,105.07142857142857,59
237,52.15,5,22,6,3,59.0,210.0,114.14285714285714,99.64285714285714,102
287,42.6,5,22,6,3,102.0,284.0,103.0,108.42857142857143,206
352,81.08,20,23,6,4,206.0,95.0,89.57142857142857,106.21428571428571,1
467,94.15,5,23,6,4,1.0,47.0,92.85714285714286,109.64285714285714,70
436,62.31,10,23,6,4,70.0,73.0,118.42857142857143,116.14285714285714,252
212,85.74,10,23,6,4,252.0,139.0,106.71428571428571,117.07142857142857,57
178,54.79,0,23,6,4,57.0,59.0,99.0,114.28571428571429,5
265,78.14,0,24,6,5,5.0,102.0,113.28571428571429,113.71428571428571,202
460,56.45,20,24,6,5,202.0,206.0,109.0,106.0,176
395,42.87,10,24,6,5,176.0,1.0,137.42857142857142,113.5,200
138,15.72,0,24,6,5,200.0,70.0,132.71428571428572,112.78571428571429,37
450,98.82,0,24,6,5,37.0,252.0,114.42857142857143,116.42857142857143,124
433,31.12,15,25,6,6,124.0,57.0,128.85714285714286,117.78571428571429,158
440,58.97,0,25,6,6,158.0,5.0,128.57142857142858,113.78571428571429,3
438,88.31,10,25,6,6,3.0,202.0,149.85714285714286,131.57142857142858,351
112,46.65,10,25,6,6,351.0,176.0,137.0,123.0,86
315,55.47,0,25,6,6,86.0,200.0,149.57142857142858,143.5,288
150,93.45,5,26,6,0,288.0,37.0,157.14285714285714,144.92857142857142,90
328,21.73,5,26,6,0,90.0,124.0,171.57142857142858,143.0,225
155,28.78,20,26,6,0,225.0,158.0,158.71428571428572,143.78571428571428,68
265,81.39,20,26,6,0,68.0,3.0,183.85714285714286,156.21428571428572,179
69,74.52,0,26,6,0,179.0,351.0,136.28571428571428,143.07142857142858,18
197,38.43,0,27,6,1,18.0,86.0,125.42857142857143,131.21428571428572,10
394,97.04,5,27,6,1,10.0,288.0,84.28571428571429,116.92857142857143,0
203,32.89,5,27,6,1,0.0,90.0,93.28571428571429,125.21428571428571,153
413,84.23,20,27,6,1,153.0,225.0,103.71428571428571,137.64285714285714,298
351,24.55,20,27,6,1,298.0,68.0,114.57142857142857,136.64285714285714,144
202,93.33,5,28,6,2,144.0,179.0,116.0,149.92857142857142,189
234,19.73,5,28,6,2,189.0,18.0,119.0,127.64285714285714,39
450,81.43,0,28,6,2,39.0,10.0,136.14285714285714,130.78571428571428,130
368,86.06,15,28,6,2,130.0,0.0,162.57142857142858,123.42857142857143,185
429,27.97,10,28,6,2,185.0,153.0,164.0,128.64285714285714,163
368,11.7,0,29,6,3,163.0,298.0,169.57142857142858,136.64285714285714,337
223,47.67,20,29,6,3,337.0,144.0,152.57142857142858,133.57142857142858,25
135,43.88,5,29,6,3,25.0,189.0,142.28571428571428,129.14285714285714,117
405,59.59,20,29,6,3,117.0,39.0,138.71428571428572,128.85714285714286,14
81,50.56,10,29,6,3,14.0,130.0,127.71428571428571,131.92857142857142,53
287,85.52,15,30,6,4,53.0,185.0,113.42857142857143,138.0,85
368,51.59,20,30,6,4,85.0,163.0,111.85714285714286,137.92857142857142,152
100,63.04,0,30,6,4,152.0,337.0,64.28571428571429,116.92857142857143,4
133,82.63,20,30,6,4,4.0,25.0,63.42857142857143,108.0,19
76,77.24,20,30,6,4,19.0,117.0,53.42857142857143,97.85714285714286,47
265,82.77,20,1,7,5,47.0,14.0,87.85714285714286,113.28571428571429,255
69,49.6,0,1,7,5,255.0,53.0,84.0,105.85714285714286,26
356,30.71,10,1,7,5,26.0,85.0,111.14285714285714,112.28571428571429,275
297,61.05,20,1,7,5,275.0,152.0,121.0,116.42857142857143,221
418,54.66,5,1,7,5,221.0,4.0,166.85714285714286,115.57142857142857,325
428,68.69,0,2,7,6,325.0,19.0,210.57142857142858,137.0,325
424,26.97,15,2,7,6,325.0,47.0,233.57142857142858,143.5,208
303,44.09,10,2,7,6,208.0,255.0,209.0,148.42857142857142,83
294,75.62,20,2,7,6,83.0,26.0,216.85714285714286,150.42857142857142,81
228,85.58,0,2,7,6,81.0,275.0,185.57142857142858,148.35714285714286,56
369,71.49,10,3,7,0,56.0,221.0,160.85714285714286,140.92857142857142,48
296,87.87,5,3,7,0,48.0,325.0,143.14285714285714,155.0,201
483,41.17,10,3,7,0,201.0,325.0,134.28571428571428,172.42857142857142,263
432,77.27,20,3,7,0,263.0,208.0,137.28571428571428,185.42857142857142,229
69,63.77,20,3,7,0,229.0,83.0,129.14285714285714,169.07142857142858,26
298,96.22,20,4,7,1,26.0,81.0,146.14285714285714,181.5,200
173,76.53,10,4,7,1,200.0,56.0,157.85714285714286,171.71428571428572,138
198,90.96,5,4,7,1,138.0,48.0,156.14285714285714,158.5,36
140,38.6,5,4,7,1,36.0,201.0,140.57142857142858,141.85714285714286,92
414,84.29,0,4,7,1,92.0,263.0,112.57142857142857,123.42857142857143,67
417,20.57,15,5,7,2,67.0,229.0,127.14285714285714,132.21428571428572,331
456,37.65,5,5,7,2,331.0,26.0,149.85714285714286,139.5,185
254,72.79,5,5,7,2,185.0,200.0,133.42857142857142,139.78571428571428,85
74,42.12,5,5,7,2,85.0,138.0,121.71428571428571,139.78571428571428,56
110,36.14,20,5,7,2,56.0,36.0,123.71428571428571,139.92857142857142,50
442,19.69,0,6,7,3,50.0,92.0,120.0,130.28571428571428,66
302,64.13,0,6,7,3,66.0,67.0,129.85714285714286,121.21428571428571,136
254,36.83,10,6,7,3,136.0,331.0,113.57142857142857,120.35714285714286,217
183,33.51,10,6,7,3,217.0,185.0,90.85714285714286,120.35714285714286,26
476,73.24,10,6,7,3,26.0,85.0,128.57142857142858,131.0,349
458,56.14,10,7,7,4,349.0,56.0,137.42857142857142,129.57142857142858,118
183,44.16,15,7,7,4,118.0,50.0,141.0,132.35714285714286,75
417,64.2,10,7,7,4,75.0,66.0,147.28571428571428,133.64285714285714,110
329,66.86,10,7,7,4,110.0,136.0,128.71428571428572,129.28571428571428,6
479,46.4,0,7,7,4,6.0,217.0,142.42857142857142,128.0,313
376,61.46,20,8,7,5,313.0,26.0,155.57142857142858,123.21428571428571,118
395,10.78,15,8,7,5,118.0,349.0,124.0,126.28571428571429,128
243,34.5,5,8,7,5,128.0,118.0,123.0,130.21428571428572,111
